ZIF-8(CH3)

276 atoms
0 bonds
0 angles
0 dihedrals
0 impropers

7 atom types
7 bond types
11 angle types
14 dihedral types
3 improper types

0.00000000 16.85090000 xlo xhi
0.00000000 16.85090000 ylo yhi
0.00000000 16.85090000 zlo zhi
-0.00000000 0.00000000 0.00000000 xy xz yz

Masses

1	65.38	# Zn
2	1.0079	# H3
3	1.0079	# H1
4	12.0107	# C1
5	12.0107	# C2
6	12.0107	# C3
7	14.0067	# N

Atoms

         1          1          1              0.72900         0.0000000000         8.4254500000        12.6381750000
         2          2          5              0.49380         1.9212880328         9.2215232453        14.9296119672
         3          2          4             -0.19230         2.8765287447         7.2389729188        14.9575402589
         4          2          4             -0.19230         1.8934383938         7.2390694320        13.9742353190
         5          2          7             -0.34170         2.8845210965         8.4928865635        15.5591340049
         6          2          7             -0.34170         1.2915224787         8.4917482671        13.9666797035
         7          2          3              0.16270         3.5764269441         6.4539937488        15.2674247321
         8          2          3              0.16270         1.5815870387         6.4522424740        13.2771437000
         9          2          6             -0.52760         1.6387266470        10.6714625279        15.2092227820
        10          2          2              0.13730         0.5536049406        10.8886297683        15.1395724705
        11          2          2              0.13730         2.0013312317        10.9552342135        16.2162423333
        12          2          2              0.13730         2.1484074278        11.3247607013        14.4677694105
        13          3          5              0.49380        17.6469732453         6.5041619672        10.3467380328
        14          3          4             -0.19230        15.6627236356         5.5525705254        10.3151497700
        15          3          4             -0.19230        15.6615032667         6.5384889263        11.2956183669
        16          3          7             -0.34170        16.9214475011         5.5342480564         9.7239164330
        17          3          7             -0.34170        16.9188027842         7.1304817649        11.3131261573
        18          3          3              0.16270        14.8678648536         4.8738891375         9.9839862694
        19          3          3              0.16270        14.8659200394         6.8691446755        11.9738504501
        20          3          6             -0.52760        19.0499129392         6.8876566104         9.9658979855
        21          3          2              0.13730        19.6501010761         7.1502275709        10.8605110778
        22          3          2              0.13730        19.5495629528         6.0614457804         9.4238441512
        23          3          2              0.13730        19.0506202693         7.7794374463         9.3017801163
        24          4          1              0.72900        12.6381750000         8.4254500000        -0.0000000000
        25          5          5              0.49380        14.9296119672         9.2215232453         1.9212880328
        26          5          4             -0.19230        14.9623117597         7.2367547793         2.8717592128
        27          5          4             -0.19230        13.9796073030         7.2365721443         1.8880686266
        28          5          7             -0.34170        15.5542501061         8.4951569537         2.8894029800
        29          5          7             -0.34170        13.9614201041         8.4941933102         1.2967799077
        30          5          3              0.16270        15.2945949090         6.4413630806         3.5492679787
        31          5          3              0.16270        13.3002061925         6.4415213553         1.5585340627
        32          5          6             -0.52760        15.3103217286        10.6244644072         1.5376694181
        33          5          2              0.13730        14.4154321710        11.2252626844         1.2774464295
        34          5          2              0.13730        15.8545134395        11.1233920310         2.3629108609
        35          5          2              0.13730        15.9724139675        10.6252928147         0.6443837501
        36          6          5              0.49380        14.9296119672         7.6293767547        14.9296119672
        37          6          4             -0.19230        14.9588456276         9.6125315473        13.9756659175
        38          6          4             -0.19230        13.9831131504         9.6159415511        14.9662666226
        39          6          7             -0.34170        15.5485857618         8.3531289499        13.9559171759
        40          6          7             -0.34170        13.9670447330         8.3593207641        15.5597395569
        41          6          3              0.16270        15.2876369798        10.4062657676        13.2945195251
        42          6          3              0.16270        13.3073570216        10.4126481560        15.2992784767
        43          6          6             -0.52760        15.3107260009         6.2264397181        15.3128440540
        44          6          2              0.13730        14.4167148030         5.6275425818        15.5803661882
        45          6          2              0.13730        15.8482603816         5.7252674641        14.4846049627
        46          6          2              0.13730        15.9791070104         6.2259817514        16.2014343534
        47          7          5              0.49380        10.3467380328         6.5041619672        17.6469732453
        48          7          4             -0.19230        10.3153864912         5.5523326711        15.6628339669
        49          7          4             -0.19230        11.3054989340         6.5285610669        15.6661084133
        50          7          7             -0.34170         9.7117189970         5.5465038741        16.9157625054
        51          7          7             -0.34170        11.3152062915         7.1283916743        16.9197722957
        52          7          3              0.16270        10.0019184896         4.8558710866        14.8762227243
