bin/structures/zif-4/VEJYUF-cg-redecorated-abinitio-cell.data (written by ASE) 

272 	 atoms 
4  atom types
0.0                  15.423  xlo xhi
0.0                  15.404  ylo yhi
0.0                  18.438  zlo zhi

Masses

1 12.0107 # C
2 1.0079 # H
3 14.0067 # N
4 65.38 # Zn


Atoms 

     1   1   4   0.0             15.27447651      2.5259479199999997      3.4342618799999993
     2   2   4   0.0      4.5937405499999997      2.1487039600000015      10.909764599999999
     3   3   4   0.0      12.305240549999997       5.553296040000002      7.5282353999999998
     4   4   4   0.0     0.14852349000000015      12.878052080000002             15.00373812
     5   5   4   0.0      3.1177594500000003      9.8507039600000024      10.909764599999999
     6   6   4   0.0      4.5937405499999988      5.5532960400000011      1.6907646000000001
     7   7   4   0.0      7.5628222800000016      5.1760520800000007             15.00373812
     8   8   4   0.0      7.5628222800000007      2.5259479200000001      5.7847381200000001
     9   9   4   0.0       3.117759449999999      13.255296039999999      1.6907646000000001
    10  10   4   0.0      7.8600234900000006             12.87805208      12.653261879999999
    11  11   4   0.0     0.14852348999999973             10.22794792      5.7847381200000001
    12  12   4   0.0      12.305240549999999      2.1487039600000015      16.747235399999997
    13  13   4   0.0             15.27447651      5.1760520800000007      12.653261879999999
    14  14   4   0.0      7.8600234899999997             10.22794792      3.4342618799999993
    15  15   4   0.0             10.82925945      9.8507039600000041      16.747235399999997
    16  16   4   0.0      10.829259449999999      13.255296039999999      7.5282353999999998
    17  17   1   0.0      11.839157489999998      1.0597951999999999      1.2816253799999999
    18  17   1   0.0      13.659996870000001      2.2380471599999998     0.95121641999999973
    19  17   3   0.0             13.69038018      1.8979268400000002      2.2663989600000001
    20  17   1   0.0      12.536739780000001      1.1479060800000003      2.4861799199999997
    21  17   2   0.0      14.430838409999998      2.8534369599999998     0.46131875999999999
    22  17   2   0.0             12.29737482     0.74678592000000021      3.4801724999999992
    23  17   3   0.0             12.55956582      1.7551317600000003      0.3139991399999999
    24  17   2   0.0             10.88509071     0.56856164000000009                1.041747
    25  18   3   0.0      9.4441198199999974      9.5999268400000002      2.2663989600000001
    26  18   3   0.0      10.574934180000001      9.4571317600000029      0.3139991399999999
    27  18   2   0.0      12.249409289999997      8.2705616400000004                1.041747
    28  18   1   0.0             10.59776022      8.8499060800000002      2.4859955399999993
    29  18   1   0.0      11.295342509999999      8.7619492399999999      1.2816253799999999
    30  18   2   0.0      8.7036615899999976      10.555436960000002     0.46131875999999999
    31  18   1   0.0      9.4745031300000004      9.9400471600000007     0.95121641999999973
    32  18   2   0.0      10.837125179999999      8.4487859199999988      3.4799881199999998
    33  19   2   0.0      6.7370748600000008      2.8237072400000005      8.7656095799999996
    34  19   3   0.0              5.97888018      1.8977728000000005      6.9526010400000002
    35  19   1   0.0      5.9484968700000005      2.2380471600000003      8.2677835799999997
    36  19   2   0.0      4.5958997699999999     0.72984152000000047      5.7434369999999983
    37  19   1   0.0      4.8246228599999998      1.1488303200000003      6.7326356999999994
    38  19   3   0.0       4.848682740000001      1.7538994400000008      8.9053696199999983
    39  19   2   0.0      3.1843868100000003     0.55023088000000053      8.1820468799999997
    40  19   1   0.0      4.1275032600000001      1.0601032800000005      7.9371902399999978
    41  20   3   0.0      2.8632799500000004      9.4568236799999994      8.9051852399999998
    42  20   2   0.0      4.5376008300000006      8.2700995200000005      8.1772530000000003
    43  20   1   0.0      3.5836882799999996      8.7616411599999999       7.937374619999999
    44  20   1   0.0      2.8864144500000002      8.8502141600000002       6.732820079999998
    45  20   2   0.0     0.99216158999999982      10.555436960000002      8.7576812400000001
    46  20   1   0.0      1.7630031299999998      9.9400471600000007      8.2677835799999997
    47  20   2   0.0              3.12593364      8.4492480400000005      5.7388275000000002
    48  20   3   0.0              1.73277405      9.6002349199999983      6.9526010400000002
    49  21   2   0.0      4.8571653899999987             12.19118772      12.067670999999999
    50  21   2   0.0      8.3464649099999981      9.8542468800000016      11.363155019999999
    51  21   3   0.0      5.0305199100000006             10.18758944      11.225976299999999
    52  21   1   0.0      5.5004587200000001      11.344891960000002      11.773953659999998
    53  21   3   0.0      6.8547523499999992             11.35105356      11.896381979999996
    54  21   1   0.0      7.2802729199999998      10.118733559999999             11.39597466
    55  21   2   0.0      6.0681793500000003      8.4013416000000003      10.525885439999998
    56  21   1   0.0      6.1550108400000001      9.4010611999999991      10.982410319999998
    57  22   2   0.0      2.2071855300000003      6.2498649200000003      14.605477319999999
    58  22   3   0.0      1.2228896700000005      6.5865963600000024             12.69751308
    59  22   3   0.0      2.4659834700000007      8.3649881599999993      12.034851359999999
    60  22   2   0.0      3.7598189400000006      8.4706596000000012             13.77797988
    61  22   1   0.0      2.1550557900000005      6.8607875600000021              13.6929807
    62  22   1   0.0              2.92188735      7.9577064000000002             13.28421024
    63  22   2   0.0     0.88188714000000024      7.5588968400000009      10.784939339999996
    64  22   1   0.0      1.4479112400000003      7.5142252400000009      11.726014859999998
    65  23   1   0.0      14.353414950000001      5.6355534000000009      15.527192939999997
    66  23   2   0.0              13.7033355      2.8218587600000014      14.008454879999999
    67  23   3   0.0      13.301566350000003      3.6780130800000008              15.9636204
    68  23   2   0.0      14.805463080000003      6.6408184400000003             15.56093448
    69  23   1   0.0      13.796798880000003      3.6766267200000011      14.698589219999999
    70  23   2   0.0      13.381457490000003      5.1920722400000026      17.527715939999997
    71  23   1   0.0             13.64997192      4.9198835600000006             16.49850678
    72  23   3   0.0             14.44178874      4.8380883200000024      14.388830819999997
    73  24   3   0.0     0.85690188000000056      3.6484374000000015      11.897488259999999
